idx	18BR003	11BR024	11BR042	01BR033	03BR002	11BR023	11BR036	01BR018	14BR008	11BR004	15BR003	06BR005	11BR016	20BR005	11BR080	18BR002	11BR018	03BR010	22BR006	18BR007	11BR025	05BR026	11BR055	05BR029	11BR043	05BR009	11BR030	11BR038	20BR008	03BR004	11BR020	11BR056	11BR019	11BR010	01BR027	11BR060	11BR072	18BR017	20BR001	14BR005	05BR001	03BR005	03BR013	21BR010	11BR053	11BR017	20BR002	05BR003	11BR031	09BR007	11BR059	11BR015	01BR030	06BR014	18BR009	11BR028	11BR050	11BR049	11BR075	11BR054	22BR005	13BR009	05BR016	11BR014	18BR016	06BR003	11BR051	06BR006	14BR014	20BR007	09BR005	20BR006	18BR010	16BR012	11BR013	11BR012	09BR004	11BR032	18BR019	11BR027	11BR003	11BR074	01BR001	05BR038	01BR017	01BR015	11BR022	01BR025	11BR009	11BR006	11BR011	05BR005	11BR058	11BR040	11BR073	01BR032	01BR031	18BR004	11BR047	18BR006	11BR044
hsa-miR-106a-5p	2.3878	3.6968	1.4037	2.1565	3.7178	4.2991	6.5473	4.7032	3.2036	3.7106	5.8934	2.8507	3.2163	2.0571	2.7264	0.6243	1.7494	2.2674	3.2367	3.2495	3.0316	0.8465	1.4943	3.2931	2.94	2.7537	3.3437	4.1521	2.7871	0.7851	3.6372	3.1064	2.222	2.6121	4.1153	4.1028	2.4303	1.8045	2.0761	3.5878	3.7679	2.3516	0.9938	1.5662	6.0049	4.6902	1.3081	3.1295	4.3206	4.3004	1.9879	1.8702	1.7192	2.5104	1.574	4.1245	2.3406	3.7092	4.2681	2.0131	2.4393	4.4931	1.5435	1.0864	3.6526	1.7446	2.8025	2.7644	3.2847	1.7261	3.7662	2.6149	0.482	2.6849	1.5379	2.6673	1.2817	2.2194	1.8124	1.3701	3.458	1.6131	2.032	4.0966	2.0797	4.3	3.4856	2.7095	2.3713	2.9253	3.8434	1.1089	1.5074	2.8525	3.0775	4.7373	3.4061	1.7821	2.552	2.6908	3.0217
hsa-miR-106b-3p	9.8162	10.913	9.1649	8.8557	8.69	10.602	9.1645	11.0667	8.2264	8.3241	8.4878	9.5982	11.0131	9.9827	9.2166	9.9297	8.5837	8.8794	8.6247	10.3776	9.99	9.2973	8.3778	10.5172	9.6284	7.772	9.9871	10.0235	9.5385	8.8854	9.8211	9.4915	9.2234	9.7454	9.8955	10.0782	8.406	9.7333	7.5803	9.4102	9.8946	8.6084	9.3853	8.7003	10.0356	9.6953	9.8576	9.1438	8.5527	9.2031	9.7646	9.0611	9.552	9.1277	9.7784	9.0614	8.4588	7.6783	9.4198	9.7253	9.7744	8.9218	8.5493	7.6406	8.2889	9.7102	9.7915	9.1843	8.471	10.2634	8.0043	9.5941	9.9114	9.209	9.5615	9.3303	9.1142	8.7623	8.8769	9.6058	10.8985	8.4265	8.5502	9.5013	10.1248	9.2071	9.4651	9.9474	9.772	9.3365	9.2021	8.8595	8.5711	8.6505	8.8951	8.8723	10.6081	9.5081	9.4576	9.8606	8.2698
hsa-miR-106b-5p	6.7914	8.2073	6.0056	5.9157	6.9533	8.0166	10.3082	8.4438	6.4161	8.3816	5.7622	6.6771	8.1863	7.4315	7.1119	6.9083	6.0691	5.9986	6.134	7.0349	7.0559	6.256	5.5741	9.538	7.1981	5.9382	7.2459	7.6793	5.8976	6.2589	7.5738	7.2323	6.2367	6.7119	8.1259	7.1162	5.8771	6.7034	7.3922	7.0802	7.4776	6.133	6.3365	5.8267	7.1281	7.4108	6.3865	6.4603	6.0023	6.6951	6.7572	7.4563	7.229	7.8029	6.0326	6.8167	6.9782	8.1985	7.6063	6.1721	6.6829	7.4725	6.4029	5.1401	5.7837	7.0516	7.289	6.736	6.1304	7.174	7.4296	6.491	6.0195	6.8595	7.4637	7.3519	7.2848	5.9867	6.4277	6.3404	8.4085	5.7137	6.9508	6.6689	8.0237	6.581	6.8694	7.0778	7.4193	6.465	6.6938	5.8208	5.6916	5.9916	7.2691	6.832	8.4093	5.9845	6.7552	6.2432	8.0686
hsa-miR-107	8.544	9.5469	8.5172	7.6303	8.1394	10.0649	10.9804	9.1711	8.3679	8.847	8.0454	9.4709	8.6795	9.3104	9.4883	8.1424	7.2179	8.5705	8.1823	8.2504	8.9827	8.383	7.8698	9.6652	9.3118	7.7791	9.1744	8.2532	8.0728	8.8107	9.4208	8.4902	9.8608	8.5352	9.6203	8.5854	8.5776	8.8633	8.49	9.2511	9.2314	7.7677	7.9534	8.5369	10.5238	9.5031	8.4581	8.3643	8.6773	8.7539	8.7694	9.2857	9.0904	9.0407	8.3386	8.3403	8.471	8.5959	9.0711	9.0026	9.2846	9.2549	8.8292	7.8377	8.3118	9.633	9.4178	8.2338	9.3169	9.4856	9.057	8.8146	8.2855	8.0524	9.2377	10.1752	9.2253	8.9049	8.7225	8.5968	10.1209	7.9524	8.3886	9.1822	9.3363	7.7974	8.9345	9.8381	9.6084	8.788	8.7741	9.2478	7.7692	8.1075	9.281	8.6768	9.1521	8.4469	8.5253	8.0899	9.7508
hsa-miR-10a-3p	3.2883	3.187	5.1331	3.8336	5.1384	3.6315	3.6972	4.0275	5.4042	4.9939	3.3705	6.7967	2.9521	4.3033	4.7664	4.7687	3.9676	4.8311	7.6132	5.1015	3.6419	4.6407	4.8206	4.7058	4.342	5.4504	4.3345	4.3872	5.1944	4.2265	7.0033	4.4034	2.3312	3.5989	3.9261	6.968	7.2956	5.166	3.3522	2.7476	5.4287	6.0461	3.5122	5.7834	4.7475	4.0271	2.7428	4.3699	4.0348	4.4791	4.394	3.0537	4.0915	3.4899	3.6853	3.6427	4.4665	8.3782	4.6784	2.5996	4.5651	6.5191	3.7146	4.6364	7.0545	8.1333	4.2923	4.6336	4.011	4.1719	5.1952	4.4265	3.222	4.9224	3.4461	4.6229	0.7787	6.7552	4.5511	3.0236	6.5834	6.4235	2.8439	4.3246	4.1867	3.611	4.3228	6.0038	6.6515	3.6812	4.5216	3.0577	4.2101	4.2978	3.6848	7.7001	4.1688	3.4273	4.1056	6.0429	3.93
hsa-miR-10a-5p	12.7724	12.6913	14.5756	13.9236	14.4289	12.9199	13.2697	13.5129	16.288	15.561	12.8941	15.9147	11.6309	13.5571	14.1875	13.9526	14.079	13.8384	16.707	14.7202	12.8909	14.334	14.5282	13.7494	13.3337	15.4746	13.0657	13.8981	14.6227	13.6211	16.4563	13.8204	11.7193	12.818	13.0334	16.0642	17.0488	14.345	13.3845	12.2316	14.0036	15.4259	12.8343	15.1669	13.3333	13.5752	12.34	13.7777	13.9017	13.5866	13.5973	12.4499	13.973	13.8393	12.985	12.8215	14.6736	18.3647	14.512	11.8376	13.6281	16.2722	13.1531	14.2294	16.711	16.8249	13.9713	14.1398	13.8752	12.9923	15.1805	13.2037	13.1135	14.1337	13.2593	13.9161	9.7763	16.0612	13.7429	11.9699	15.795	16.1313	12.304	14.3551	13.7327	12.8305	13.9382	15.1783	16.1819	12.9517	14.1903	13.7754	14.2575	13.6803	12.3876	17.5252	13.8756	12.8119	13.7941	15.131	14.5389
hsa-miR-10b-3p	1.7736	2.5894	4.2015	4.9258	3.7178	3.5775	3.1262	3.1134	2.8541	4.0524	4.54	2.8978	2.0392	3.451	3.9698	3.1458	3.6251	2.2674	5.1102	2.8841	4.4707	4.4694	4.1173	2.7668	4.007	4.6262	4.0795	3.5219	3.8715	3.61	3.6781	4.2402	2.6163	3.5173	2.5778	4.0048	4.6672	3.8036	5.7053	4.3927	3.5903	4.5042	3.3108	4.9533	3.3362	3.2129	2.6966	4.4508	3.8418	4.2813	4.5392	2.3172	3.2336	4.8166	3.1554	3.2203	4.2583	4.4783	3.3932	2.1836	3.5244	4.2615	2.7986	3.856	3.6296	2.4239	5.4484	4.2501	3.3635	3.7136	3.9127	2.8742	3.0252	2.418	3.229	3.493	6.6583	4.1556	3.6695	2.3109	3.284	3.7169	2.314	3.7956	3.5554	1.6218	4.0675	4.6012	3.6506	4.1927	3.9275	2.2798	3.3953	4.2222	3.3648	5.2303	3.5033	2.5555	3.5081	3.0646	4.9366
hsa-miR-10b-5p	12.7596	13.2045	14.7321	15.1877	14.6285	14.8047	14.0461	14.3067	14.4661	15.9132	15.2571	13.8251	13.0147	14.0047	14.4866	13.7813	15.4772	13.1839	15.8571	13.6091	15.2464	15.2227	14.7347	12.9479	13.8541	15.8958	14.0265	14.8325	14.8199	14.0543	14.6152	15.0687	12.7032	13.867	13.3189	13.9722	15.6399	14.4106	17.2794	14.7554	14.2368	15.138	13.6945	15.5026	12.7084	14.1211	13.1114	15.0113	14.6002	14.4491	15.1769	13.5039	14.9943	15.6529	14.6115	13.5823	15.8124	16.1554	14.6701	12.3309	14.1145	15.3991	13.8525	14.8265	14.533	13.1801	16.0437	15.4529	14.3503	13.9444	15.5445	13.441	13.6114	13.788	14.2421	14.6822	18.3025	15.128	14.7603	12.656	13.6643	14.3252	13.0564	14.5481	14.1319	13.6918	15.1208	15.0163	14.7863	15.2822	14.7012	13.8167	14.2816	14.9705	13.3225	16.28	14.4578	12.9816	13.9639	13.6358	16.9101
hsa-miR-1178-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0	0.8255	0	0	0.5363	0	0.8059	0.762	0	0	0	0	0	0	0.3919	0	0	0	0	0	0.4424	0	0	0.2477	0	0	0	0	0	0.4453	0.441	0	0	0.2896	0	0	0.2334	0	0	0	0	0	0	0	0	0	0	0	0	0.3332	0	0	0.819	0	0	0.2607	0.3925	0.2029	0.4571	0	0	0	0	0	0	0	0.2216	0	0.4483	0	0.5703	0	0	0	0	0	0.4413	0.573	0.2234	0	0	0.2701	0	0	0	0	0	0	0.7156	0.2957	0	0	0	0.4869	0.3016	0	0	0	0	0	0.3616
hsa-miR-1180-3p	7.376	7.4773	6.2027	7.3787	7.2928	9.5407	7.7142	6.8643	5.9182	4.4595	6.8909	7.5109	6.8908	8.6268	6.5257	8.6911	6.7391	7.9903	7.7884	8.3604	6.445	7.679	7.5766	7.6117	7.9379	6.5322	7.434	6.926	6.6308	9.4902	6.873	6.9182	9.6447	7.3217	7.385	6.5247	7.7067	7.6144	5.7916	8.9513	7.9243	7.8359	9.0483	6.3322	11.0662	6.1561	9.0626	7.8822	8.0566	8.9875	6.8058	9.0494	8.6435	8.2811	9.3643	6.5379	6.1883	5.3257	6.1778	9.2324	9.0735	6.2256	6.5146	6.4041	7.3894	6.194	6.5464	7.0199	7.4587	9.3144	5.643	8.4281	8.3001	8.0583	7.7982	8.7559	6.913	6.7552	7.4263	9.4258	7.7699	7.7901	6.6356	5.4223	7.1157	6.9248	7.7373	7.4047	7.7685	7.8401	6.8847	6.3773	6.6688	7.0756	7.0935	8.1019	7.8405	8.3023	8.6055	8.288	6.2245
hsa-miR-1180-5p	0.3812	0.8255	0	1.1062	0.9264	2.5881	0	1.258	0.6475	0	0	0.7799	0	0.2938	0.3919	1.7809	0	0.8179	0.9937	0.7733	0	2.0679	0.3817	0.2477	0.8004	0.7808	1.4559	0	0	2.7625	0	0	0.4505	0.2896	0.774	0	0.7676	0.5836	0.6644	1.9478	1.3661	1.7421	2.312	0.3564	2.5334	0.4994	1.8198	1.7592	1.0187	1.4949	0.4551	0.7346	2.6666	1.3277	1.3684	0.2607	0.9547	0	0.2466	1.4706	0.8714	0.4552	1.6451	0	0.4846	1.2286	0.7347	0	0.4483	0.6573	0	0.9295	1.9172	0.6258	1.0991	0.5321	0.6199	0.3147	0.8777	1.0402	0.502	1.0212	0	0.6652	0	1.4125	0.9467	1.6855	0.7156	0.5409	0	0	0.3864	0.4869	0	2.0531	0	1.0764	0.9803	0.6282	0
hsa-miR-1181	0	0	0	0	0	0	0	0.762	0	0	0	0	0	0.2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3097	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p	2.2106	1.3472	2.4508	2.3319	2.0538	2.6935	2.1672	2.8605	1.4325	1.6904	2.9558	3.4328	2.2106	2.5216	1.9294	2.741	2.9286	2.575	2.6898	2.5763	0	2.4303	2.8797	1.3209	2.5101	3.3184	2.9951	3.2311	3.5084	2.5112	3.089	2.9615	1.0702	2.9805	1.2751	3.8996	2.1165	2.5816	1.1175	0.8612	3.152	3.2919	3.3811	3.2759	2.8046	2.7635	1.6363	3.1295	3.5575	3.0486	3.3605	0.9971	0	2.7808	3.218	2.5246	3.2152	2.1116	2.1832	2.2618	2.6446	2.1778	1.8291	3.0038	3.23	2.9481	1.8704	3.8601	2.772	3.2277	2.3565	2.1099	2.7124	3.355	1.3351	1.2253	2.8954	2.9683	2.3276	0.8419	2.5836	3.1748	2.032	1.8623	3.2639	3.0839	3.2244	3.456	0.9732	2.5859	2.6251	1.5499	3.7319	3.4642	2.239	0.3951	0.7979	2.3822	2.552	2.8629	2.2336
hsa-miR-1185-2-3p	0.3812	0	0.9564	0	0	0	0.5838	1.258	0	0.3986	0.8441	0.7799	0	0.2938	0.6997	1.0586	0	0	0.732	0.7733	0	1.3765	0.3817	0	0.9918	0.7808	1.2063	1.0347	0.2673	0.4453	1.8086	0.6935	0	0.5307	0	0.8095	0.6105	0	0.3701	0	0.6097	0	0.5808	0.8801	0	0	0.276	1.1326	0.5974	0.8313	0.4551	0	0	0	0.4808	0.6729	0.9547	0.2029	0.2466	0	0.635	0.2455	0.5115	0.6431	0.2625	0.4178	0.8719	0.7171	0.2415	0	0.5703	0.3802	0.8427	0	0	0	0	0.573	0.4168	0.3382	0	0.2701	0.5275	0.9097	0	0.5013	0	0	0	0.9334	0.8965	0.4705	0.6909	0.68	0.3016	0	0	0	0.4052	0.6282	0.3616
hsa-miR-1185-5p	0	0.8255	1.2695	0.6566	0.9264	0	1.3198	1.258	1.0928	1.826	0.4829	0.3092	0	0.9285	0.9533	0.6243	0.5582	1.1005	0.9937	0.7733	0.4424	1.5828	1.145	0.459	0.9918	1.6573	1.0632	1.8567	1.1513	1.6644	1.0515	0.6935	1.0702	0.7373	0	0.4608	1.2659	0.998	0.9087	0.8612	1.0369	1.9751	1.5767	0.6419	0.5646	1.164	0.5077	1.4796	0.5974	1.4949	0	0	0	0.5882	0.8407	0.8419	2.1505	2.3003	0.4571	1.0088	0	1.6898	1.1869	1.699	0.9985	1.0055	1.2192	1.8381	0.9343	1.7261	1.8745	0	1.131	1.8934	0	0	1.1714	1.5609	0.8777	0.3382	1.6234	1.0212	0.9129	0.6652	0	0.8726	0.5496	1.6855	0.7156	0.2957	1.4452	0.4705	0.6909	1.5885	0.9487	0	0.7979	0.289	0.7212	0.6282	1.7132
hsa-miR-1193	0	0.471	0	0.6566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9938	0	0	0	0	0	0	0	0	0	0	0	0.4808	0	0	0	0	0	0	0	0.2783	0	0	0	0	1.1939	0.2415	0.6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5013	0.5496	1.076	0	0	0	0	0	0.2639	0	0	0	0	0	0.348	0
hsa-miR-1197	0	0	0	0	0.5363	0.5418	0.5838	0	0.3597	0.7105	0	0.5636	0	0.2938	0	0	0.5582	0	0	0	0	0	0.3817	0.2477	0	0	0.2844	0.6082	0.6876	0	0	0.2699	0	0	0	0.8095	0.2334	0	0.3701	0.4939	0	0	0.5808	0.3564	0.5646	0	0.276	1.1326	0.5974	0	0.8005	0	0	0.4175	0.4808	0.2607	1.0666	0.539	0.2466	0	0	0.8008	0	0.3571	0.2625	0	0.5831	0	0	0.3658	0.3132	0	0.482	0.6258	0	0	0	0.3147	0	0.3382	0	0	0	0	0	0.8726	0	0	0	0.2957	0	0.4705	0.3864	0.2639	0	0	0.7979	0.289	0.4052	0	0.3616
hsa-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1199-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2455	0	0	0	0	0	0	0	0	0.3132	0	0.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-5p	0	0	1.1214	0	0	0	0	0	0.6475	0.7105	0	0	0	0.2938	0.9533	0.3456	0.5582	0	1.7282	0	1.2842	0	0.6832	1.4252	0.5795	0	0.5219	0	0.2673	1.2907	0	0.4972	1.8343	0.5307	0.774	0	0.7676	0	0.1969	0	0	0	0.5808	0.3564	1.1357	0.4994	0	0	0	0	1.6893	0.9971	0.819	0.4175	0	0	0	0	0.2466	0	0.3522	0	0.5115	0	0	0	0	0	0.4483	0	0	1.4901	0	0	0.4654	0.92	0	0	0	1.0402	0.502	0	0	0	0	0	0	0	0.9732	1.4955	0	0	0	0	0	1.0721	0	0	0	0	0
hsa-miR-1224-3p	0	0	0.3047	0	1.2332	0	0	0	0	0	0	0.3092	0	0	0	0.3456	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0.7676	0	0	0	0	0	0	0	1.7633	0	0.7072	0	0	0.3332	0	0	0	0	0	0	0	0	0.2466	1.5967	0	0	0.2783	0	0.2625	0	0.2216	0	0.4483	0	0	0.3802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1763	0	0.9161	0	0	0
hsa-miR-1224-5p	0	0.471	0	0	2.6788	0.5418	0	0.762	0.3597	0	0	3.4952	1.3534	0.2938	0	2.5541	0	1.5396	0.4119	0.4379	0	0	0	0	0.8004	0.4426	0	0	0.6876	3.3788	0	0.4972	0.7934	0.5307	0	0	2.648	0.5836	1.0169	0	0	0.6657	0.5808	0	5.3403	0	3.1029	0	0	1.0279	1.0789	3.1647	0	0	0.8407	0.2607	0	0.3807	0	3.9471	0	1.8468	0.2783	0	0.2625	0	0.5831	0	0.9343	0.6573	0	0.3802	0.8427	0	0.4654	1.2253	0	0.3147	1.2264	0	0	0.8668	1.6812	0.6652	0	0	0	0	0.9732	0.5409	0	0	0.9422	0	0	3.2487	0.7979	1.8723	0.9803	1.7889	2.3986
hsa-miR-1225-3p	0	0.471	0	0.6566	0	0	0.3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3187	0	0	0	0	0.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.076	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	2.0086	2.2811	1.5266	4.2813	2.6788	3.8295	2.4566	2.9925	1.5765	1.3735	1.1327	2.4065	1.6199	2.3405	0.9533	3.007	1.2734	2.3774	2.4492	3.0165	2.5021	1.5828	2.7558	1.3209	4.7122	1.2846	2.234	1.8567	2.606	2.9765	3.2054	1.8776	0.7934	0.9179	4.1732	1.0902	2.5214	2.4562	0.9087	2.2248	2.3805	1.4641	1.9907	2.455	3.0328	2.2395	3.606	2.6705	2.3517	2.8549	1.8463	2.1109	2.6666	1.8142	1.1286	1.9159	0.3925	1.6387	2.7208	2.9694	1.0745	0.9468	1.0453	1.2656	1.676	1.8824	1.733	1.8381	1.4004	2.4137	1.5555	2.3844	2.8772	2.2634	0.4654	2.449	3.0592	2.7241	1.5897	2.5247	2.2467	2.1701	2.6546	0.6652	3.417	1.8045	2.3711	2.9353	0.9732	1.8082	1.4452	2.9175	1.6554	1.8518	1.3938	1.0721	4.7468	0.9161	2.8403	2.8629	1.2775
